Post_ID,Platform,Post_Date,Post_Time,Post_Type,Content_Theme,Caption,Hashtags,Impressions,Reach,Likes,Comments,Shares,Saves,Profile_Visits,Link_Clicks,Followers_Before,Followers_After,Campaign_Name
P2183,LinkedIn,2024-07-08,00:10,Carousel,Promotional,Sample social media post caption 2183,#marketing #socialmedia #AI,37797,20944,683,161,208,298,1287,376,54455,54494,Engagement Drive
P2184,Instagram,2025-02-12,19:47,Text,Industry News,Sample social media post caption 2184,#marketing #socialmedia #AI,9251,53039,4309,477,167,321,989,519,48727,48834,Brand Awareness
P2185,YouTube,2025-12-23,02:51,Video,Promotional,Sample social media post caption 2185,#marketing #socialmedia #AI,85941,42570,4907,47,124,104,1118,918,68376,68480,Organic
P2186,LinkedIn,2024-02-24,11:07,Text,Product Launch,Sample social media post caption 2186,#marketing #socialmedia #AI,16557,21360,1160,422,85,195,1064,2,58271,58278,Brand Awareness
P2187,Facebook,2024-01-23,16:20,Text,Educational,Sample social media post caption 2187,#marketing #socialmedia #AI,50783,16083,690,164,175,288,1353,64,42008,42101,Organic
P2188,YouTube,2025-05-23,17:10,Carousel,Motivational,Sample social media post caption 2188,#marketing #socialmedia #AI,19842,15591,2095,54,67,197,1456,70,74937,75022,Summer Campaign
P2189,LinkedIn,2024-08-23,23:48,Text,Educational,Sample social media post caption 2189,#marketing #socialmedia #AI,76694,52406,1927,319,126,423,1445,882,91350,91434,Brand Awareness
P2190,Instagram,2025-03-17,19:49,Reel,Industry News,Sample social media post caption 2190,#marketing #socialmedia #AI,19049,57189,1150,175,11,77,1782,690,25135,25164,Summer Campaign
P2191,YouTube,2025-08-30,08:10,Carousel,Promotional,Sample social media post caption 2191,#marketing #socialmedia #AI,43873,54711,4097,248,290,402,1224,320,25486,25610,Summer Campaign
P2192,YouTube,2024-12-25,07:18,Text,Product Launch,Sample social media post caption 2192,#marketing #socialmedia #AI,32338,65175,3817,180,80,254,350,279,43685,43700,Lead Generation
P2193,LinkedIn,2024-11-13,19:24,Video,Promotional,Sample social media post caption 2193,#marketing #socialmedia #AI,14594,46426,849,100,175,294,327,2,49087,49188,Brand Awareness
P2194,YouTube,2024-05-20,01:32,Text,Educational,Sample social media post caption 2194,#marketing #socialmedia #AI,45574,56435,779,244,130,198,331,506,49158,49354,Organic
P2195,Instagram,2025-02-21,00:28,Reel,Motivational,Sample social media post caption 2195,#marketing #socialmedia #AI,72644,32877,2645,370,149,449,270,317,21293,21333,Lead Generation
P2196,Instagram,2025-05-03,05:00,Text,Educational,Sample social media post caption 2196,#marketing #socialmedia #AI,92923,6982,609,232,152,40,1608,754,27430,27560,Organic
P2197,Facebook,2025-05-08,16:13,Reel,Educational,Sample social media post caption 2197,#marketing #socialmedia #AI,62415,79782,3997,239,253,163,1525,851,63707,63723,Brand Awareness
P2198,LinkedIn,2025-01-13,08:11,Image,Motivational,Sample social media post caption 2198,#marketing #socialmedia #AI,40635,79983,710,385,169,488,263,496,79920,80092,Lead Generation
P2199,Facebook,2024-03-16,15:41,Text,Product Launch,Sample social media post caption 2199,#marketing #socialmedia #AI,87373,77272,4178,175,39,156,194,863,41697,41798,Brand Awareness
P2200,YouTube,2024-08-08,11:06,Video,Educational,Sample social media post caption 2200,#marketing #socialmedia #AI,76629,31469,2539,29,35,186,1423,231,33522,33658,Summer Campaign
P2201,Instagram,2025-01-04,01:00,Image,Educational,Sample social media post caption 2201,#marketing #socialmedia #AI,12237,73454,3621,379,280,117,823,485,35495,35681,Brand Awareness
P2202,Facebook,2025-02-03,14:22,Reel,Educational,Sample social media post caption 2202,#marketing #socialmedia #AI,29484,6106,2617,324,267,263,1182,613,79102,79104,Lead Generation
P2203,Instagram,2025-07-29,12:20,Text,Promotional,Sample social media post caption 2203,#marketing #socialmedia #AI,97340,9136,239,368,171,3,760,71,45885,46078,Lead Generation
P2204,LinkedIn,2024-02-17,22:38,Image,Educational,Sample social media post caption 2204,#marketing #socialmedia #AI,11243,57566,967,482,279,374,935,286,66998,67101,Organic
P2205,Instagram,2025-01-29,03:52,Video,Product Launch,Sample social media post caption 2205,#marketing #socialmedia #AI,69005,79163,3191,443,45,95,1633,123,50581,50743,Brand Awareness
P2206,LinkedIn,2024-08-02,04:27,Video,Industry News,Sample social media post caption 2206,#marketing #socialmedia #AI,10260,16169,2331,20,195,455,752,565,44120,44159,Organic
P2207,LinkedIn,2024-02-16,02:07,Text,Promotional,Sample social media post caption 2207,#marketing #socialmedia #AI,75088,51350,2836,412,204,120,416,526,63295,63415,Lead Generation
P2208,Facebook,2024-11-21,09:09,Reel,Motivational,Sample social media post caption 2208,#marketing #socialmedia #AI,23066,63593,3901,171,199,238,1116,466,32812,32903,Engagement Drive
P2209,YouTube,2024-12-07,15:08,Carousel,Product Launch,Sample social media post caption 2209,#marketing #socialmedia #AI,55399,42863,3815,238,182,358,1278,788,35265,35370,Summer Campaign
P2210,Instagram,2025-12-08,14:17,Carousel,Educational,Sample social media post caption 2210,#marketing #socialmedia #AI,72163,914,3704,445,87,56,1327,278,47755,47933,Organic
P2211,YouTube,2025-10-21,01:57,Image,Educational,Sample social media post caption 2211,#marketing #socialmedia #AI,63384,39241,2793,171,222,4,349,422,2224,2418,Organic
P2212,Facebook,2025-10-07,04:57,Video,Product Launch,Sample social media post caption 2212,#marketing #socialmedia #AI,59270,55562,1206,65,95,252,1041,956,28022,28169,Organic
P2213,Instagram,2024-09-05,05:52,Video,Product Launch,Sample social media post caption 2213,#marketing #socialmedia #AI,36801,44627,3923,251,70,262,1461,859,75104,75265,Summer Campaign
P2214,LinkedIn,2025-02-12,06:30,Text,Promotional,Sample social media post caption 2214,#marketing #socialmedia #AI,14475,76273,1358,50,228,414,134,977,61363,61354,Brand Awareness
P2215,Facebook,2025-02-01,11:50,Image,Educational,Sample social media post caption 2215,#marketing #socialmedia #AI,46882,62960,1793,281,284,150,1578,100,94038,94207,Lead Generation
P2216,Facebook,2024-05-15,01:56,Text,Promotional,Sample social media post caption 2216,#marketing #socialmedia #AI,75102,63650,418,279,255,64,1394,116,21031,21197,Organic
P2217,Instagram,2024-09-05,02:17,Carousel,Product Launch,Sample social media post caption 2217,#marketing #socialmedia #AI,84020,47093,3968,141,272,418,153,581,54269,54280,Brand Awareness
P2218,Instagram,2024-05-15,21:56,Text,Motivational,Sample social media post caption 2218,#marketing #socialmedia #AI,94634,32815,3410,376,237,375,1418,50,41424,41416,Brand Awareness
P2219,Instagram,2025-06-02,23:59,Image,Product Launch,Sample social media post caption 2219,#marketing #socialmedia #AI,12944,54554,3966,229,52,460,470,435,45948,46140,Brand Awareness
P2220,Instagram,2025-08-21,19:51,Image,Promotional,Sample social media post caption 2220,#marketing #socialmedia #AI,77369,65573,720,80,110,488,1181,554,7252,7376,Organic
P2221,YouTube,2025-09-02,17:31,Image,Educational,Sample social media post caption 2221,#marketing #socialmedia #AI,89415,1213,3288,259,166,145,1875,898,59548,59580,Lead Generation
P2222,Instagram,2025-02-15,12:23,Text,Industry News,Sample social media post caption 2222,#marketing #socialmedia #AI,72941,7320,1064,393,3,429,1513,219,77886,77905,Organic
P2223,Instagram,2025-05-11,03:57,Carousel,Promotional,Sample social media post caption 2223,#marketing #socialmedia #AI,37043,35235,3603,341,170,69,393,434,44346,44337,Summer Campaign
P2224,Facebook,2024-05-11,07:37,Reel,Motivational,Sample social media post caption 2224,#marketing #socialmedia #AI,18593,47111,1534,69,19,419,116,679,30775,30954,Brand Awareness
P2225,Facebook,2024-08-08,15:10,Image,Motivational,Sample social media post caption 2225,#marketing #socialmedia #AI,13182,76368,1893,468,23,434,1812,816,91724,91728,Organic
P2226,LinkedIn,2025-07-16,17:48,Text,Promotional,Sample social media post caption 2226,#marketing #socialmedia #AI,49390,62909,460,116,88,301,1907,467,41510,41628,Engagement Drive
P2227,LinkedIn,2024-08-24,14:59,Video,Product Launch,Sample social media post caption 2227,#marketing #socialmedia #AI,75086,2715,2981,140,79,286,1141,316,9799,9908,Organic
P2228,YouTube,2024-10-26,20:49,Reel,Motivational,Sample social media post caption 2228,#marketing #socialmedia #AI,63804,61290,1329,110,266,98,1722,894,63403,63575,Engagement Drive
P2229,Instagram,2025-06-04,06:51,Text,Product Launch,Sample social media post caption 2229,#marketing #socialmedia #AI,17057,29150,3491,103,135,304,69,76,77501,77507,Lead Generation
P2230,Instagram,2024-08-06,04:21,Text,Motivational,Sample social media post caption 2230,#marketing #socialmedia #AI,57145,14447,3274,101,151,269,1954,68,65941,66101,Lead Generation
P2231,LinkedIn,2024-05-20,09:23,Reel,Product Launch,Sample social media post caption 2231,#marketing #socialmedia #AI,4492,47799,2376,195,153,346,319,111,84547,84659,Lead Generation
P2232,YouTube,2024-08-31,17:27,Carousel,Promotional,Sample social media post caption 2232,#marketing #socialmedia #AI,96855,44921,3299,344,42,205,1378,844,75781,75848,Engagement Drive
P2233,Instagram,2024-06-30,20:01,Image,Product Launch,Sample social media post caption 2233,#marketing #socialmedia #AI,17419,54845,545,349,156,276,380,354,80827,80924,Engagement Drive
P2234,LinkedIn,2024-02-18,16:28,Video,Motivational,Sample social media post caption 2234,#marketing #socialmedia #AI,1174,6208,3696,491,96,295,1111,628,16654,16759,Lead Generation
P2235,Facebook,2025-08-30,12:09,Carousel,Industry News,Sample social media post caption 2235,#marketing #socialmedia #AI,10662,72017,737,336,246,326,338,893,8078,8227,Summer Campaign
P2236,Instagram,2024-08-31,22:38,Carousel,Promotional,Sample social media post caption 2236,#marketing #socialmedia #AI,46086,53042,2575,443,99,302,16,98,65712,65726,Summer Campaign
P2237,LinkedIn,2025-02-28,16:30,Image,Industry News,Sample social media post caption 2237,#marketing #socialmedia #AI,27992,69662,1918,172,37,119,1098,425,72497,72572,Brand Awareness
P2238,YouTube,2024-11-05,20:28,Text,Motivational,Sample social media post caption 2238,#marketing #socialmedia #AI,65848,49406,886,353,99,230,917,496,88558,88628,Lead Generation
P2239,Facebook,2025-11-06,23:09,Image,Motivational,Sample social media post caption 2239,#marketing #socialmedia #AI,11314,15265,4591,172,165,291,368,920,92299,92342,Brand Awareness
P2240,Facebook,2025-09-18,21:41,Video,Industry News,Sample social media post caption 2240,#marketing #socialmedia #AI,36761,74341,2079,455,221,29,118,695,47274,47274,Brand Awareness
P2241,YouTube,2025-03-27,17:05,Text,Product Launch,Sample social media post caption 2241,#marketing #socialmedia #AI,53476,53143,4651,279,217,247,1343,126,14538,14710,Engagement Drive
P2242,Facebook,2025-05-10,20:42,Image,Industry News,Sample social media post caption 2242,#marketing #socialmedia #AI,63331,36125,2743,265,286,439,860,133,58454,58462,Brand Awareness
P2243,Instagram,2025-10-17,06:06,Carousel,Motivational,Sample social media post caption 2243,#marketing #socialmedia #AI,8734,53771,4408,20,3,111,1609,267,60706,60714,Brand Awareness
P2244,Instagram,2025-02-20,11:19,Carousel,Promotional,Sample social media post caption 2244,#marketing #socialmedia #AI,21434,28367,2625,73,158,195,1413,361,4037,4173,Brand Awareness
P2245,Facebook,2025-09-07,15:10,Video,Educational,Sample social media post caption 2245,#marketing #socialmedia #AI,68171,5525,4690,204,41,209,506,351,77488,77534,Summer Campaign
P2246,Facebook,2024-12-31,11:45,Image,Product Launch,Sample social media post caption 2246,#marketing #socialmedia #AI,51756,19504,986,108,226,118,522,661,53990,54106,Organic
P2247,Instagram,2025-06-11,20:56,Carousel,Motivational,Sample social media post caption 2247,#marketing #socialmedia #AI,11160,48861,1920,83,208,449,1213,663,80305,80312,Organic
P2248,LinkedIn,2025-12-23,17:13,Text,Product Launch,Sample social media post caption 2248,#marketing #socialmedia #AI,18642,10684,2933,212,268,457,890,965,83262,83287,Brand Awareness
P2249,Instagram,2024-05-13,12:35,Reel,Product Launch,Sample social media post caption 2249,#marketing #socialmedia #AI,40035,66898,4425,466,69,73,1871,898,68741,68832,Engagement Drive
P2250,YouTube,2025-03-24,15:48,Carousel,Product Launch,Sample social media post caption 2250,#marketing #socialmedia #AI,79780,5994,3470,393,162,288,1242,581,3364,3406,Brand Awareness
P2251,Facebook,2024-08-13,18:12,Reel,Promotional,Sample social media post caption 2251,#marketing #socialmedia #AI,23790,4876,1252,80,250,471,674,918,37337,37463,Organic
P2252,Facebook,2024-11-21,14:23,Image,Motivational,Sample social media post caption 2252,#marketing #socialmedia #AI,76547,4313,2670,272,69,162,1137,490,3930,3995,Lead Generation
P2253,Instagram,2024-10-24,04:36,Carousel,Educational,Sample social media post caption 2253,#marketing #socialmedia #AI,67011,5547,1212,176,92,399,521,500,84507,84505,Lead Generation
P2254,YouTube,2024-03-01,17:27,Reel,Promotional,Sample social media post caption 2254,#marketing #socialmedia #AI,58037,72781,109,222,128,76,1231,949,91066,91126,Lead Generation
P2255,LinkedIn,2024-03-23,13:36,Text,Industry News,Sample social media post caption 2255,#marketing #socialmedia #AI,59395,18149,980,37,184,380,846,362,65110,65295,Organic
P2256,Facebook,2025-10-15,10:58,Reel,Educational,Sample social media post caption 2256,#marketing #socialmedia #AI,96590,39237,4872,255,235,164,1723,958,63933,64042,Summer Campaign
P2257,Instagram,2025-02-15,07:47,Video,Promotional,Sample social media post caption 2257,#marketing #socialmedia #AI,87271,37062,4307,255,280,89,1609,664,8243,8417,Lead Generation
P2258,Instagram,2024-12-14,04:01,Video,Educational,Sample social media post caption 2258,#marketing #socialmedia #AI,25165,76118,4729,21,206,243,1053,319,59965,60014,Brand Awareness
P2259,LinkedIn,2024-01-19,22:19,Video,Educational,Sample social media post caption 2259,#marketing #socialmedia #AI,73323,69673,740,463,282,98,922,937,8905,9043,Organic
P2260,YouTube,2025-09-16,22:56,Carousel,Educational,Sample social media post caption 2260,#marketing #socialmedia #AI,15152,38575,1527,406,202,278,406,856,8421,8581,Brand Awareness
P2261,Facebook,2024-07-20,21:42,Image,Product Launch,Sample social media post caption 2261,#marketing #socialmedia #AI,36031,55538,3345,490,163,55,1917,599,64726,64786,Organic
P2262,YouTube,2024-10-18,06:51,Image,Motivational,Sample social media post caption 2262,#marketing #socialmedia #AI,65003,66957,585,480,251,124,1861,474,50751,50875,Brand Awareness
P2263,Instagram,2024-11-01,09:18,Image,Promotional,Sample social media post caption 2263,#marketing #socialmedia #AI,76950,24468,277,40,63,408,477,523,79319,79450,Organic
P2264,Instagram,2024-12-20,06:31,Video,Motivational,Sample social media post caption 2264,#marketing #socialmedia #AI,4502,45165,673,270,277,11,980,585,50207,50187,Lead Generation
P2265,LinkedIn,2025-10-01,12:47,Video,Product Launch,Sample social media post caption 2265,#marketing #socialmedia #AI,26437,19658,3526,127,242,322,1917,116,73217,73286,Summer Campaign
P2266,Instagram,2024-02-13,11:06,Text,Motivational,Sample social media post caption 2266,#marketing #socialmedia #AI,47959,16144,3957,94,128,210,1371,151,90322,90501,Engagement Drive
P2267,LinkedIn,2024-10-25,12:13,Carousel,Promotional,Sample social media post caption 2267,#marketing #socialmedia #AI,17394,79304,3830,309,37,172,389,246,74549,74572,Summer Campaign
P2268,Facebook,2024-09-19,10:05,Reel,Educational,Sample social media post caption 2268,#marketing #socialmedia #AI,87005,35048,2134,318,108,59,193,166,64931,64968,Organic
P2269,LinkedIn,2025-12-03,06:50,Reel,Industry News,Sample social media post caption 2269,#marketing #socialmedia #AI,56870,19547,1985,480,104,367,795,93,29770,29751,Summer Campaign
P2270,Facebook,2025-10-16,10:09,Text,Product Launch,Sample social media post caption 2270,#marketing #socialmedia #AI,71035,31244,4700,149,117,434,1497,414,91985,91976,Organic
P2271,Instagram,2025-01-21,21:53,Image,Motivational,Sample social media post caption 2271,#marketing #socialmedia #AI,10874,35323,1568,151,239,492,869,19,61304,61432,Brand Awareness
P2272,YouTube,2024-06-16,08:30,Carousel,Promotional,Sample social media post caption 2272,#marketing #socialmedia #AI,3333,5382,2858,48,23,377,1649,612,31542,31644,Organic
P2273,YouTube,2025-11-07,02:32,Reel,Educational,Sample social media post caption 2273,#marketing #socialmedia #AI,26620,62342,95,209,172,228,1271,893,68916,69031,Engagement Drive
P2274,YouTube,2024-11-20,18:30,Text,Industry News,Sample social media post caption 2274,#marketing #socialmedia #AI,18989,57885,337,328,1,137,659,763,92764,92897,Brand Awareness
P2275,LinkedIn,2024-04-04,12:05,Text,Educational,Sample social media post caption 2275,#marketing #socialmedia #AI,97392,67032,2062,471,97,115,166,880,58425,58490,Engagement Drive
