Post_ID,Platform,Post_Date,Post_Time,Post_Type,Content_Theme,Caption,Hashtags,Impressions,Reach,Likes,Comments,Shares,Saves,Profile_Visits,Link_Clicks,Followers_Before,Followers_After,Campaign_Name,CTR,Total_Engagement,Engagement_Rate,Virality_Score,Follower_Growth,Sentiment_Score,AI_Content_Score,Predicted_Content_Type
P2645,Instagram,2024-10-30,17:07,Image,Promotional,Sample social media post caption 2645,#marketing #socialmedia #AI,70489,13719,761,243,10,469,1964,739,44287,44275,Organic,1.048390529018712,1483,10.80982578905168,0.0728916101756687,-12,0.03333333333333333,45,Customer Story
P2646,YouTube,2024-07-13,02:52,Video,Motivational,Sample social media post caption 2646,#marketing #socialmedia #AI,14247,57455,362,116,167,159,146,720,13459,13506,Brand Awareness,5.053695514845231,804,1.399356017753024,0.2906622574188495,47,0.03333333333333333,45,Customer Story
P2647,YouTube,2024-05-10,11:32,Image,Educational,Sample social media post caption 2647,#marketing #socialmedia #AI,22371,7387,192,64,45,476,1613,503,61799,61847,Lead Generation,2.24844664968039,777,10.51847840801408,0.6091782861784215,48,0.03333333333333333,45,Customer Story
P2648,YouTube,2024-08-21,04:42,Reel,Promotional,Sample social media post caption 2648,#marketing #socialmedia #AI,74134,69107,2493,357,281,84,47,145,98718,98888,Summer Campaign,0.1955917662610947,3215,4.652205999392247,0.4066158276296178,170,0.03333333333333333,45,Customer Story
P2649,Instagram,2024-07-15,13:00,Reel,Product Launch,Sample social media post caption 2649,#marketing #socialmedia #AI,81184,28798,512,117,148,477,1801,311,24818,24890,Engagement Drive,0.3830804099329917,1254,4.354469060351414,0.513924578095701,72,0.03333333333333333,45,Customer Story
P2650,YouTube,2024-04-13,23:38,Video,Educational,Sample social media post caption 2650,#marketing #socialmedia #AI,30100,58312,3583,277,249,498,963,943,23809,23918,Organic,3.132890365448505,4607,7.900603649334615,0.4270133077239676,109,0.03333333333333333,45,Customer Story
P2651,YouTube,2025-06-20,11:22,Reel,Industry News,Sample social media post caption 2651,#marketing #socialmedia #AI,63914,69263,1383,403,207,215,615,828,49938,50114,Lead Generation,1.2954908157837093,2208,3.1878492124222166,0.2988608636645828,176,0.03333333333333333,45,Customer Story
P2652,LinkedIn,2025-08-17,20:06,Carousel,Industry News,Sample social media post caption 2652,#marketing #socialmedia #AI,40724,74553,2949,153,157,334,1580,732,14617,14602,Lead Generation,1.7974658677929478,3593,4.819390232452081,0.2105884404383458,-15,0.03333333333333333,45,Customer Story
P2653,LinkedIn,2024-08-20,18:55,Image,Motivational,Sample social media post caption 2653,#marketing #socialmedia #AI,57421,30610,3032,320,248,142,1517,316,22004,22081,Lead Generation,0.5503213110186169,3742,12.224763149297615,0.8101927474681476,77,0.03333333333333333,45,Customer Story
P2654,Instagram,2024-08-11,03:45,Reel,Educational,Sample social media post caption 2654,#marketing #socialmedia #AI,61793,70443,3526,290,14,313,1890,944,68684,68842,Summer Campaign,1.5276811289304617,4143,5.881350879434436,0.0198742245503456,158,0.03333333333333333,45,Customer Story
P2655,LinkedIn,2024-09-26,22:38,Carousel,Industry News,Sample social media post caption 2655,#marketing #socialmedia #AI,39537,67801,151,361,253,294,1010,191,30230,30422,Brand Awareness,0.4830917874396135,1059,1.5619238654297134,0.3731508384832082,192,0.03333333333333333,45,Customer Story
P2656,YouTube,2024-10-28,06:42,Carousel,Industry News,Sample social media post caption 2656,#marketing #socialmedia #AI,55240,59375,2469,130,154,59,61,295,20701,20778,Lead Generation,0.5340333091962346,2812,4.736,0.2593684210526316,77,0.03333333333333333,45,Customer Story
P2657,Instagram,2025-03-06,12:15,Text,Motivational,Sample social media post caption 2657,#marketing #socialmedia #AI,82348,35819,3712,125,266,108,1763,661,90126,90266,Summer Campaign,0.8026910186039734,4211,11.756330439152403,0.7426226304475279,140,0.03333333333333333,45,Customer Story
P2658,Facebook,2025-09-15,21:03,Video,Product Launch,Sample social media post caption 2658,#marketing #socialmedia #AI,22013,2954,1063,197,111,97,620,531,65819,65921,Organic,2.4122109662472178,1468,49.69532836831415,3.757616790792146,102,0.03333333333333333,45,Customer Story
P2659,Instagram,2024-03-30,14:54,Image,Educational,Sample social media post caption 2659,#marketing #socialmedia #AI,60724,61690,1196,64,147,418,1207,261,41567,41696,Organic,0.4298135827679336,1825,2.958340087534446,0.2382882152698978,129,0.03333333333333333,45,Customer Story
P2660,Facebook,2024-07-10,12:34,Text,Motivational,Sample social media post caption 2660,#marketing #socialmedia #AI,92207,52510,3947,479,184,203,1343,614,54876,54981,Brand Awareness,0.6658930449965837,4813,9.165873167015809,0.3504094458198438,105,0.03333333333333333,45,Customer Story
P2661,Instagram,2024-01-24,21:32,Reel,Motivational,Sample social media post caption 2661,#marketing #socialmedia #AI,21497,73646,2284,171,280,208,1302,964,1770,1889,Lead Generation,4.484346653021352,2943,3.996143714526247,0.3801971593840806,119,0.03333333333333333,45,Customer Story
P2662,LinkedIn,2025-05-01,01:47,Text,Educational,Sample social media post caption 2662,#marketing #socialmedia #AI,63990,30397,2275,98,155,342,269,184,29307,29318,Organic,0.2875449288951399,2870,9.44172122248906,0.5099187419811165,11,0.03333333333333333,45,Customer Story
P2663,LinkedIn,2025-10-17,14:47,Video,Educational,Sample social media post caption 2663,#marketing #socialmedia #AI,42064,12682,4863,273,198,466,995,99,2106,2177,Organic,0.2353556485355648,5800,45.734111338905535,1.561267938810913,71,0.03333333333333333,45,Customer Story
P2664,Instagram,2024-06-01,15:54,Reel,Motivational,Sample social media post caption 2664,#marketing #socialmedia #AI,36746,65473,3859,383,16,272,1490,62,76076,76256,Brand Awareness,0.1687258477113155,4530,6.918882592824523,0.0244375544117422,180,0.03333333333333333,45,Customer Story
P2665,Instagram,2024-11-10,21:37,Image,Educational,Sample social media post caption 2665,#marketing #socialmedia #AI,26432,49837,1349,357,184,425,724,906,89468,89475,Lead Generation,3.4276634382566584,2315,4.645143166723519,0.3692036037482192,7,0.03333333333333333,45,Customer Story
P2666,LinkedIn,2025-11-12,12:49,Video,Promotional,Sample social media post caption 2666,#marketing #socialmedia #AI,79699,74685,1950,92,63,383,1802,97,38955,39025,Lead Generation,0.1217079260718453,2488,3.331324897904532,0.0843542880096405,70,0.03333333333333333,45,Customer Story
P2667,Instagram,2025-02-01,17:49,Reel,Educational,Sample social media post caption 2667,#marketing #socialmedia #AI,49576,56220,2298,97,249,352,1957,759,71724,71810,Summer Campaign,1.5309827335807649,2996,5.329064389896834,0.4429028815368196,86,0.03333333333333333,45,Customer Story
P2668,LinkedIn,2024-01-03,03:04,Carousel,Product Launch,Sample social media post caption 2668,#marketing #socialmedia #AI,47741,66092,1217,442,247,318,842,23,55092,55081,Lead Generation,0.0481766196770071,2224,3.3650063547781883,0.3737214791502753,-11,0.03333333333333333,45,Customer Story
P2669,LinkedIn,2025-05-13,23:39,Text,Industry News,Sample social media post caption 2669,#marketing #socialmedia #AI,26715,72784,3390,267,183,83,1841,933,30775,30974,Organic,3.492419988770354,3923,5.389920861727853,0.2514288854693339,199,0.03333333333333333,45,Customer Story
P2670,LinkedIn,2025-05-08,22:43,Reel,Product Launch,Sample social media post caption 2670,#marketing #socialmedia #AI,91751,66918,2653,357,154,204,572,969,87604,87597,Organic,1.0561192793539036,3368,5.033025493888042,0.2301324008488,-7,0.03333333333333333,45,Customer Story
P2671,Instagram,2025-08-12,17:04,Carousel,Motivational,Sample social media post caption 2671,#marketing #socialmedia #AI,45986,27463,2859,326,65,217,1546,759,20511,20557,Organic,1.6505023267951118,3467,12.62425809270655,0.2366820813458107,46,0.03333333333333333,45,Customer Story
P2672,Facebook,2025-03-10,04:29,Reel,Motivational,Sample social media post caption 2672,#marketing #socialmedia #AI,97286,43491,2640,9,277,296,465,108,92692,92857,Brand Awareness,0.1110128898299858,3222,7.40842933020625,0.6369133843783771,165,0.03333333333333333,45,Customer Story
P2673,LinkedIn,2025-07-07,03:21,Video,Motivational,Sample social media post caption 2673,#marketing #socialmedia #AI,49915,16039,4010,474,42,249,198,692,19365,19377,Brand Awareness,1.386356806571171,4775,29.771182742066216,0.2618617120768128,12,0.03333333333333333,45,Customer Story
P2674,Instagram,2025-10-19,13:47,Text,Motivational,Sample social media post caption 2674,#marketing #socialmedia #AI,77805,72924,2796,194,142,411,188,681,24685,24808,Organic,0.8752650857914016,3543,4.858482804015139,0.1947232735450606,123,0.03333333333333333,45,Customer Story
P2675,Instagram,2024-03-15,07:46,Reel,Industry News,Sample social media post caption 2675,#marketing #socialmedia #AI,67557,25786,1357,288,48,338,1928,625,12659,12842,Summer Campaign,0.9251446926299274,2031,7.876367020864035,0.1861475219111145,183,0.03333333333333333,45,Customer Story
P2676,LinkedIn,2024-02-27,05:55,Text,Educational,Sample social media post caption 2676,#marketing #socialmedia #AI,2029,16861,4364,113,157,145,842,473,83921,84073,Engagement Drive,23.31197634302612,4779,28.343514619536208,0.9311428740881325,152,0.03333333333333333,45,Customer Story
P2677,Facebook,2024-01-20,15:30,Text,Educational,Sample social media post caption 2677,#marketing #socialmedia #AI,67787,14908,2997,291,16,124,438,814,56684,56861,Summer Campaign,1.2008202162656558,3428,22.99436544137376,0.1073249262141132,177,0.03333333333333333,45,Customer Story
P2678,LinkedIn,2025-05-18,08:46,Video,Industry News,Sample social media post caption 2678,#marketing #socialmedia #AI,85540,29129,3852,40,94,217,185,680,43323,43349,Engagement Drive,0.7949497311199439,4203,14.428919633355076,0.3227024614645199,26,0.03333333333333333,45,Customer Story
P2679,YouTube,2025-05-17,19:04,Reel,Product Launch,Sample social media post caption 2679,#marketing #socialmedia #AI,18872,5458,1413,416,219,46,1380,129,11131,11273,Brand Awareness,0.6835523526918186,2094,38.36570172224258,4.012458776108464,142,0.03333333333333333,45,Customer Story
P2680,Facebook,2025-05-31,20:31,Reel,Motivational,Sample social media post caption 2680,#marketing #socialmedia #AI,14702,78402,2278,437,166,42,605,137,13651,13789,Summer Campaign,0.9318460073459394,2923,3.728221218846458,0.2117292926200862,138,0.03333333333333333,45,Customer Story
P2681,LinkedIn,2024-09-23,12:28,Carousel,Promotional,Sample social media post caption 2681,#marketing #socialmedia #AI,51221,11775,3294,128,230,119,982,402,99433,99514,Engagement Drive,0.7848343452880654,3771,32.02547770700637,1.9532908704883227,81,0.03333333333333333,45,Customer Story
P2682,Instagram,2024-03-18,03:44,Image,Product Launch,Sample social media post caption 2682,#marketing #socialmedia #AI,28432,27629,3666,216,262,457,1306,22,32473,32522,Summer Campaign,0.0773776027011817,4601,16.652792355857976,0.9482789822288176,49,0.03333333333333333,45,Customer Story
P2683,YouTube,2025-04-25,20:53,Carousel,Educational,Sample social media post caption 2683,#marketing #socialmedia #AI,34113,76452,4531,150,208,172,1752,370,68912,68900,Brand Awareness,1.0846304927740158,5061,6.619839899544812,0.2720661329984827,-12,0.03333333333333333,45,Customer Story
P2684,YouTube,2024-11-20,21:58,Text,Motivational,Sample social media post caption 2684,#marketing #socialmedia #AI,3588,3861,1251,273,54,128,1646,991,16089,16107,Brand Awareness,27.619843924191752,1706,44.18544418544418,1.3986013986013983,18,0.03333333333333333,45,Customer Story
P2685,Facebook,2024-02-10,13:20,Carousel,Motivational,Sample social media post caption 2685,#marketing #socialmedia #AI,6941,54811,1837,150,249,491,967,447,74124,74126,Engagement Drive,6.439994237141622,2727,4.975278684935506,0.4542883727718889,2,0.03333333333333333,45,Customer Story
P2686,Instagram,2025-03-31,05:00,Image,Industry News,Sample social media post caption 2686,#marketing #socialmedia #AI,98592,17271,4495,406,127,157,626,771,10574,10575,Engagement Drive,0.7820107108081792,5185,30.02142319495108,0.7353366915638931,1,0.03333333333333333,45,Customer Story
P2687,YouTube,2024-12-18,04:16,Text,Motivational,Sample social media post caption 2687,#marketing #socialmedia #AI,82247,63301,1394,143,72,43,953,499,44318,44376,Brand Awareness,0.6067090592969956,1652,2.6097534004202143,0.1137422789529391,58,0.03333333333333333,45,Customer Story
P2688,Instagram,2024-11-06,17:39,Video,Industry News,Sample social media post caption 2688,#marketing #socialmedia #AI,37936,68948,1555,210,299,302,1320,763,89545,89601,Lead Generation,2.0112821594264023,2366,3.431571619191274,0.4336601496780182,56,0.03333333333333333,45,Customer Story
P2689,LinkedIn,2025-01-01,15:35,Reel,Motivational,Sample social media post caption 2689,#marketing #socialmedia #AI,37824,13182,2562,87,177,390,514,688,21430,21489,Lead Generation,1.8189509306260576,3216,24.39690487027765,1.3427401001365498,59,0.03333333333333333,45,Customer Story
P2690,Instagram,2024-01-15,19:50,Carousel,Educational,Sample social media post caption 2690,#marketing #socialmedia #AI,94866,32921,4510,28,122,391,336,547,90601,90739,Lead Generation,0.5766027870891574,5051,15.342790316211536,0.3705841256340937,138,0.03333333333333333,45,Customer Story
P2691,YouTube,2025-08-21,05:24,Video,Industry News,Sample social media post caption 2691,#marketing #socialmedia #AI,85667,68597,2986,241,263,68,1525,445,49193,49353,Summer Campaign,0.5194532316994875,3558,5.186815749959911,0.38339869090485,160,0.03333333333333333,45,Customer Story
P2692,Instagram,2025-12-07,15:48,Video,Industry News,Sample social media post caption 2692,#marketing #socialmedia #AI,9499,72136,4106,397,197,134,109,757,78140,78272,Lead Generation,7.969259922097064,4834,6.701231008095819,0.2730952645003881,132,0.03333333333333333,45,Customer Story
P2693,Instagram,2025-06-27,08:37,Video,Industry News,Sample social media post caption 2693,#marketing #socialmedia #AI,32062,11980,811,12,269,154,709,993,54515,54600,Organic,3.0971243216268483,1246,10.40066777963272,2.2454090150250416,85,0.03333333333333333,45,Customer Story
P2694,LinkedIn,2025-10-19,17:57,Video,Motivational,Sample social media post caption 2694,#marketing #socialmedia #AI,84960,34175,1045,209,144,466,1621,242,84990,84983,Brand Awareness,0.2848399246704332,1864,5.45427944403804,0.4213606437454279,-7,0.03333333333333333,45,Customer Story
P2695,Facebook,2025-10-13,05:52,Carousel,Promotional,Sample social media post caption 2695,#marketing #socialmedia #AI,87593,49784,3745,108,286,426,821,677,43637,43743,Lead Generation,0.7728928110693777,4565,9.169612726980557,0.5744817612084204,106,0.03333333333333333,45,Customer Story
P2696,Facebook,2024-12-19,14:32,Image,Product Launch,Sample social media post caption 2696,#marketing #socialmedia #AI,96462,77468,1267,262,284,144,446,870,46292,46303,Engagement Drive,0.9019095602413386,1957,2.5262043682552795,0.3666029844580988,11,0.03333333333333333,45,Customer Story
P2697,Facebook,2024-12-23,18:40,Video,Promotional,Sample social media post caption 2697,#marketing #socialmedia #AI,60992,31737,3782,77,208,321,1287,792,62619,62640,Brand Awareness,1.2985309548793285,4388,13.826133534990706,0.6553864574471437,21,0.03333333333333333,45,Customer Story
P2698,Instagram,2025-03-12,18:25,Carousel,Industry News,Sample social media post caption 2698,#marketing #socialmedia #AI,4723,9130,4159,335,42,78,504,55,83993,84012,Brand Awareness,1.164514080033877,4614,50.53669222343922,0.4600219058050383,19,0.03333333333333333,45,Customer Story
P2699,Facebook,2025-03-12,10:22,Video,Motivational,Sample social media post caption 2699,#marketing #socialmedia #AI,90607,61067,3980,175,70,307,1659,438,8736,8723,Organic,0.4834063593320604,4532,7.421356870322761,0.1146281952609429,-13,0.03333333333333333,45,Customer Story
P2700,Facebook,2025-11-09,18:23,Image,Industry News,Sample social media post caption 2700,#marketing #socialmedia #AI,61702,27982,199,416,243,290,1342,238,62781,62822,Summer Campaign,0.3857249359826262,1148,4.102637409763419,0.8684154099063683,41,0.03333333333333333,45,Customer Story
P2701,LinkedIn,2025-02-01,11:31,Image,Motivational,Sample social media post caption 2701,#marketing #socialmedia #AI,76671,10107,2926,11,172,499,1558,502,2341,2518,Organic,0.6547456013355767,3608,35.69803106757693,1.7017908380330464,177,0.03333333333333333,45,Customer Story
P2702,LinkedIn,2025-10-20,22:18,Video,Industry News,Sample social media post caption 2702,#marketing #socialmedia #AI,39884,48462,1441,307,109,265,645,958,32013,32208,Lead Generation,2.4019657005315413,2122,4.378688456935331,0.2249184928397507,195,0.03333333333333333,45,Customer Story
